,Unnamed: 0,Respondent,Professional,ProgramHobby,Country,University,EmploymentStatus,FormalEducation,MajorUndergrad,YearsCodedJob,DeveloperType,NonDeveloperType,CareerSatisfaction,JobSatisfaction,ProblemSolving,LearningNewTech,JobSecurity,DiversityImportant,SeriousWork,WorkPayCare,ChallengeMyself,LastNewJob,AssessJobIndustry,AssessJobRole,AssessJobExp,AssessJobDept,AssessJobTech,AssessJobProjects,AssessJobCompensation,AssessJobOffice,AssessJobCommute,AssessJobRemote,AssessJobProfDevel,AssessJobDiversity,AssessJobProduct,AssessJobFinances,ImportantBenefits,JobProfile,LearnedHiring,Overpaid,EducationImportant,EducationTypes,WorkStart,HaveWorkedLanguage,WantWorkLanguage,HaveWorkedDatabase,WantWorkDatabase,HaveWorkedPlatform,WantWorkPlatform,IDE,AuditoryEnvironment,Gender,HighestEducationParents,Salary,ExpectedSalary,Assess_Scoring
3940,3940,3941,Professional developer,"Yes, I program as a hobby",India,"Yes, full-time",Employed full-time,Master's degree,Computer science or software engineering,1 to 5 years,Web developer,,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Very important,Hackathon,,,,,,,,,,,,44545.600362656354,,0.0
3947,3947,3948,Professional developer,"Yes, both",India,No,Employed full-time,Bachelor's degree,Computer engineering or electrical/electronics engineering,5 to 10 years,Embedded applications/devices developer; Systems administrator; Quality assurance engineer; Other,,2.0,0.0,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Strongly agree,Not applicable/ never,Not very important,Not at all important,Important,Not very important,Important,Important,Very important,Important,Somewhat important,Not very important,Very important,Somewhat important,Somewhat important,Somewhat important,Retirement; Annual bonus; Vacation/days off; Health benefits; Professional development sponsorship,LinkedIn,A career fair or on-campus recruiting event,Greatly underpaid,,,9:00 AM,C; C++; Groovy; Java; Python; SQL,C; C++; Go; Groovy; JavaScript; Python; R; SQL; Swift,,MongoDB; Redis; SQL Server; PostgreSQL,Linux Desktop; Arduino,Linux Desktop; Mac OS; Arduino; Raspberry Pi; Amazon Web Services (AWS),Emacs; Notepad++; Sublime Text; Vim; Eclipse; IntelliJ; NetBeans; Visual Studio Code; Xcode,Turn on some music,Male,A bachelor's degree,10277.49229,,23.5
3951,3951,3952,Professional developer,"Yes, both",India,No,Employed full-time,Bachelor's degree,Computer science or software engineering,1 to 5 years,Web developer; Mobile developer,,5.0,5.0,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38715.28756637354,,0.0
3955,3955,3956,Professional non-developer who sometimes writes code,"Yes, I program as a hobby",India,No,Employed full-time,Bachelor's degree,Computer science or software engineering,Less than a year,,Other,6.0,2.0,Agree,Agree,Agree,Agree,Somewhat agree,Disagree,Agree,Less than a year ago,Somewhat important,Important,Somewhat important,Important,Important,Very important,Important,Not very important,Important,Not at all important,Somewhat important,Somewhat important,Important,Somewhat important,,,,,,,,,,,,,,,,,,33298.75204458006,,24.5
3957,3957,3958,Professional developer,"Yes, both",India,I prefer not to say,"Independent contractor, freelancer, or self-employed",I prefer not to answer,,5 to 10 years,Web developer; Desktop applications developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat important,Online course,,,,,,,,,,,,63120.60854554837,,0.0
3958,3958,3959,Student,"Yes, I program as a hobby",India,"Yes, full-time","Not employed, but looking for work",Secondary school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3962,3962,3963,Professional developer,No,India,No,Employed full-time,Bachelor's degree,Computer engineering or electrical/electronics engineering,1 to 5 years,Web developer,,6.0,5.0,,,,,,,,Less than a year ago,Important,Very important,Very important,Important,Important,Important,Important,Important,Somewhat important,Not very important,Very important,Important,Important,Important,Annual bonus; Vacation/days off; Health benefits; Long-term leave; Expected work hours,LinkedIn; Monster; Naukri,I was contacted directly by someone at the company (e.g. internal recruiter),,Somewhat important,Online course; Part-time/evening course; On-the-job training; Self-taught; Coding competition; Hackathon,11:00 AM,C#; JavaScript; SQL,Java; JavaScript; PHP; Python; SQL,,MongoDB; SQL Server; MySQL; PostgreSQL; Oracle; SQLite,Windows Desktop,Android; iOS; Windows Phone; Windows Desktop,Notepad++; Sublime Text; Visual Studio,Turn on some music,Female,A bachelor's degree,50307.65896485172,,28.5
3978,3978,3979,Professional developer,"Yes, I contribute to open source projects",India,No,Employed full-time,Master's degree,Computer science or software engineering,1 to 5 years,Web developer,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,Monster,An external recruiter or headhunter,,,,,,,,,,,,,,,34152.73776106599,,0.0
3992,3992,3993,Professional developer,No,India,No,Employed full-time,Master's degree,Computer programming or Web development,1 to 5 years,Web developer; Graphics programming; Graphic designer,,4.0,3.0,,,,,,,,Between 1 and 2 years ago,Important,Important,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Important,Somewhat important,Very important,Important,Very important,Not very important,Vacation/days off; Health benefits; Professional development sponsorship; Education sponsorship; Expected work hours,LinkedIn,"A friend, family member, or former colleague told me",,Important,Bootcamp; Hackathon,10:00 AM,JavaScript; PHP; SQL,JavaScript; PHP; SQL,,,Windows Desktop; WordPress,Windows Desktop; WordPress,Notepad++; Sublime Text,Keep the room absolutely quiet,Male,A master's degree,50307.65896485172,,30.0
3999,3999,4000,Professional developer,"Yes, I program as a hobby",India,"Yes, full-time",Employed full-time,I prefer not to answer,,1 to 5 years,Web developer,,3.0,3.0,Strongly agree,Somewhat agree,Strongly agree,,Strongly agree,,,Between 2 and 4 years ago,Important,Very important,Somewhat important,Very important,Important,Important,Very important,Important,Somewhat important,Important,Important,,Important,Important,Stock options; Long-term leave; Remote options; Meals,,,,Not very important,Bootcamp; On-the-job training,,,,,,,,,,,,44545.600362656354,,27.0
4007,4007,4008,Professional developer,"Yes, I program as a hobby",India,No,Employed full-time,Bachelor's degree,Computer science or software engineering,1 to 5 years,Web developer,,6.0,6.0,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,,,,,,,,,,,,,,,,,LinkedIn; Naukri,"A friend, family member, or former colleague told me",,Important,Online course; Coding competition,11:00 AM,Java; Python,Java; Python; Scala,Redis; PostgreSQL,MongoDB,Arduino,,Eclipse; PyCharm,Keep the room absolutely quiet,Male,A bachelor's degree,44545.600362656354,,0.0
4014,4014,4015,Professional developer,No,India,No,Employed full-time,Bachelor's degree,Computer science or software engineering,5 to 10 years,Mobile developer,,8.0,8.0,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Strongly agree,,,,,,,,,,,,,,,,,LinkedIn; Monster; Naukri,A general-purpose job board,,,,9:00 AM,Assembly; C; Objective-C; Swift; VB.NET,C#; CoffeeScript; Java; JavaScript; Objective-C; Perl; PHP; Python; Ruby; SQL; Swift; Visual Basic 6,SQL Server; MySQL; SQLite,,iOS,iOS; Windows Phone; Windows Desktop; Mac OS; Amazon Web Services (AWS),Xcode,Keep the room absolutely quiet,,,52440.94312624926,,0.0
4018,4018,4019,Professional developer,"Yes, both",India,No,Employed full-time,Bachelor's degree,Computer engineering or electrical/electronics engineering,1 to 5 years,Web developer; Mobile developer,,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,Indeed; LinkedIn; Monster; Naukri,I was contacted directly by someone at the company (e.g. internal recruiter),,,,,,,,,,,,,,,50307.65896485172,,0.0
4019,4019,4020,Professional non-developer who sometimes writes code,"Yes, both",India,"Yes, full-time",Employed full-time,Bachelor's degree,Computer science or software engineering,1 to 5 years,,C-suite executive; Analyst or consultant; Other,9.0,9.0,Strongly agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Disagree,Strongly agree,,,,,,,,,,,,,,,,,,,,,Online course; Bootcamp; Part-time/evening course; On-the-job training; Self-taught; Open source contributions,3:00 AM,Assembly; C#; Java,Assembly; C#; Go; Hack; Java; JavaScript; Ruby; SQL; Swift,,MongoDB; SQL Server; MySQL; Oracle; SQLite,Linux Desktop; Amazon Web Services (AWS),Linux Desktop; Mac OS; Amazon Web Services (AWS),Notepad++; Android Studio; Eclipse; IntelliJ,Turn on some music,Male,A bachelor's degree,44545.600362656354,,0.0
4023,4023,4024,Professional developer,"Yes, I program as a hobby",India,No,Employed full-time,Some college/university study without earning a bachelor's degree,I never declared a major,10 to 15 years,Web developer,,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67455.78263092657,,0.0
4024,4024,4025,Student,"Yes, I program as a hobby",India,No,Employed full-time,Bachelor's degree,Computer programming or Web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indeed; LinkedIn; Monster; Naukri,I visited the company's Web site and found a job listing there,,,,,,,,,,,,,,,,,0.0
4030,4030,4031,Professional developer,No,India,No,Employed full-time,Bachelor's degree,Computer science or software engineering,1 to 5 years,Web developer; Mobile developer,,7.0,8.0,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Somewhat agree,Agree,Less than a year ago,Not very important,Very important,Important,Very important,Somewhat important,Important,Important,Very important,Very important,Somewhat important,Very important,Not very important,Important,Not very important,Retirement; Vacation/days off; Health benefits; Professional development sponsorship; Long-term leave,LinkedIn; Monster; Naukri,"A friend, family member, or former colleague told me",Somewhat underpaid,Not very important,Online course; On-the-job training; Self-taught,10:00 AM,C#; JavaScript; PHP; SQL,C#; Java; JavaScript; PHP; Python; Ruby; SQL,MySQL; SQLite,MySQL; PostgreSQL; SQLite,Android; iOS,Android; iOS; Windows Desktop; Linux Desktop,Vim; Eclipse; NetBeans; Visual Studio,"Put on some ambient sounds (e.g. whale songs, forest sounds)",Male,A master's degree,4228.453972,,28.0
4044,4044,4045,Professional developer,"Yes, I contribute to open source projects",India,No,Employed part-time,Master's degree,Something else,5 to 10 years,Web developer,,9.0,7.0,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Agree,More than 4 years ago,Very important,Important,Very important,Important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Important,Very important,Very important,Vacation/days off; Health benefits; Expected work hours; Remote options; Child/elder care,,,,Important,Part-time/evening course; Self-taught,10:00 AM,JavaScript; PHP,JavaScript; PHP,MySQL,MySQL,WordPress,WordPress,Notepad++,Keep the room absolutely quiet,Male,A master's degree,63120.60854554837,,33.5
4045,4045,4046,Professional developer,No,India,No,Employed full-time,Bachelor's degree,Computer engineering or electrical/electronics engineering,1 to 5 years,Desktop applications developer,,6.0,6.0,,,,,,,,Between 2 and 4 years ago,Somewhat important,Important,Very important,Somewhat important,Very important,Not very important,Very important,Very important,Important,Not very important,Important,Somewhat important,Somewhat important,Important,Expected work hours,Monster; Naukri,I was contacted directly by someone at the company (e.g. internal recruiter),,,,9:00 AM,C#,C#; JavaScript; Python; TypeScript,SQL Server,SQL Server,Windows Desktop,Windows Desktop,Notepad++; Visual Studio,Keep the room absolutely quiet,Male,A bachelor's degree,50307.65896485172,,26.5
4047,4047,4048,Professional developer,"Yes, I program as a hobby",India,"Yes, full-time",Employed full-time,Some college/university study without earning a bachelor's degree,Something else,Less than a year,Database administrator,,1.0,1.0,,,Strongly disagree,,,,Strongly disagree,Less than a year ago,,Somewhat important,,,,,,Not at all important,,,Not at all important,,,,Private office,,,,Somewhat important,Industry certification,,SQL,SQL,SQL Server; MySQL; Oracle,SQL Server; MySQL,iOS; Windows Desktop,iOS; Windows Desktop,Light Table; Visual Studio; Visual Studio Code,Turn on some music,Male,"Some college/university study, no bachelor's degree",33298.75204458006,,5.0
4051,4051,4052,Student,"Yes, both",India,"Yes, full-time","Independent contractor, freelancer, or self-employed",Bachelor's degree,Computer engineering or electrical/electronics engineering,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,,,,,,,,,,,,,,,,,Indeed; LinkedIn; Monster; Naukri; Other,,,,Online course; On-the-job training; Coding competition,11:00 AM,C; C++; Java; JavaScript; PHP; Python; R; SQL,Java; JavaScript,,MongoDB; MySQL; SQLite,Android; Arduino; Raspberry Pi,Android; WordPress,Sublime Text; Android Studio; IntelliJ; PyCharm,Turn on some music,Male,A bachelor's degree,,,0.0
4062,4062,4063,Professional developer,"Yes, I program as a hobby",India,No,Employed full-time,Master's degree,Computer science or software engineering,1 to 5 years,Web developer; Mobile developer,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34152.73776106599,,0.0
4081,4081,4082,Professional developer,No,India,"Yes, full-time",Employed full-time,Master's degree,Computer science or software engineering,5 to 10 years,Web developer; Desktop applications developer; Quality assurance engineer,,6.0,8.0,,,,,,,,Less than a year ago,Important,Important,Important,Important,Very important,Very important,Very important,Very important,Important,Not very important,Very important,Not very important,Important,Very important,Annual bonus; Vacation/days off; Health benefits; Child/elder care,LinkedIn; Monster; Naukri,"A friend, family member, or former colleague told me",,,,10:00 AM,C#,,SQL Server,SQL Server,Windows Desktop,Windows Desktop,Visual Studio,Turn on some music,Male,A master's degree,52440.94312624926,,29.0
4083,4083,4084,Used to be a professional developer,"Yes, I program as a hobby",India,"Yes, full-time","Not employed, but looking for work",Bachelor's degree,Computer science or software engineering,,,,10.0,,Strongly agree,Strongly agree,Agree,Disagree,Agree,Disagree,Strongly agree,,,,,,,,,,,,,,,,,Indeed; LinkedIn; Naukri,,,,Online course; On-the-job training; Self-taught,9:00 AM,C; C++; C#; Java; JavaScript; PHP; SQL; VB.NET; Visual Basic 6,C; C++; C#; Java; JavaScript; PHP; SQL; VB.NET,SQL Server; MySQL; SQLite,MySQL; SQLite,Windows Desktop,Android; Windows Desktop,NetBeans; Visual Studio,Turn on some music,Male,A bachelor's degree,,,0.0
4093,4093,4094,Professional developer,"Yes, both",India,"Yes, full-time",Employed full-time,Bachelor's degree,Computer science or software engineering,1 to 5 years,Web developer,,10.0,10.0,,Agree,Agree,,Disagree,Disagree,Agree,Between 1 and 2 years ago,,,,,,,,,,,,,,,Health benefits; Private office; Long-term leave; Child/elder care,Naukri,I was contacted directly by someone at the company (e.g. internal recruiter),,Important,,7:00 AM,C++; JavaScript,Java,SQL Server,SQL Server,,,,Keep the room absolutely quiet,Female,A doctoral degree,34152.73776106599,,2.5
4101,4101,4102,Professional developer,"Yes, both",India,"Yes, part-time",Employed full-time,Bachelor's degree,A non-computer-focused engineering discipline,1 to 5 years,Web developer; Mobile developer,,8.0,8.0,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,,,,,,,,,,,,,,,,,Indeed; LinkedIn; Monster; Naukri,I was contacted directly by someone at the company (e.g. internal recruiter),,Important,Online course; Bootcamp; Part-time/evening course; On-the-job training; Self-taught,Noon,C; Java; JavaScript; Scala; SQL,C; C#; Go; Groovy; Matlab; Objective-C; PHP; Python; R; Ruby; Swift,MySQL; SQLite,MongoDB; SQL Server; Oracle,Android,iOS; Windows Phone; Windows Desktop; Mac OS; Amazon Web Services (AWS),Sublime Text; Android Studio; Eclipse; IntelliJ; PHPStorm; PyCharm; RubyMine; Visual Studio; Visual Studio Code; Xcode,Turn on some music,Male,A bachelor's degree,38715.28756637354,,0.0
